Timestamp,Total_Frames,Dominant_Emotion,Happy_Percent,Sad_Percent,Neutral_Percent
2025-11-04 09:06:38.959036,1,Happy,100.0,0.0,0.0
2025-11-04 09:06:44.008123,81,Neutral,16.049382716049383,16.049382716049383,67.90123456790124
2025-11-04 09:06:49.076081,104,Neutral,19.230769230769234,0.9615384615384616,79.8076923076923
2025-11-04 09:06:54.086473,101,Neutral,16.831683168316832,1.9801980198019802,81.1881188118812
2025-11-04 09:06:59.148779,48,Neutral,18.75,10.416666666666668,70.83333333333334
2025-11-04 09:07:04.401994,22,Sad,40.909090909090914,59.09090909090909,0.0
2025-11-04 09:07:09.545510,25,Happy,52.0,28.000000000000004,20.0
2025-11-04 09:07:14.737143,21,Happy,71.42857142857143,28.57142857142857,0.0
2025-11-04 09:07:19.768890,33,Happy,57.57575757575758,9.090909090909092,33.33333333333333
2025-11-04 09:07:24.847710,49,Happy,48.97959183673469,22.448979591836736,24.489795918367346
2025-11-04 09:07:29.967167,71,Neutral,35.2112676056338,1.4084507042253522,63.38028169014085
2025-11-04 09:07:35.029957,44,Neutral,11.363636363636363,27.27272727272727,61.36363636363637
2025-11-04 09:07:40.173672,22,Sad,36.36363636363637,59.09090909090909,0.0
2025-11-04 09:07:45.281630,23,Sad,8.695652173913043,91.30434782608695,0.0
2025-11-04 09:07:50.445972,28,Sad,7.142857142857142,67.85714285714286,21.428571428571427
2025-11-04 09:07:55.474754,27,Sad,11.11111111111111,59.25925925925925,25.925925925925924
2025-11-04 09:08:00.668503,40,Neutral,7.5,37.5,55.00000000000001
2025-11-04 09:08:05.675688,92,Neutral,3.260869565217391,16.304347826086957,80.43478260869566
2025-11-04 09:08:10.696853,99,Neutral,12.121212121212121,3.0303030303030303,81.81818181818183
2025-11-04 09:08:15.755543,73,Neutral,28.767123287671232,12.32876712328767,58.9041095890411
2025-11-04 09:08:20.771106,83,Neutral,8.433734939759036,8.433734939759036,69.87951807228916
2025-11-04 09:08:25.786203,109,Neutral,2.7522935779816518,11.009174311926607,86.23853211009175
2025-11-04 09:08:30.807053,141,Neutral,1.4184397163120568,1.4184397163120568,97.16312056737588
2025-11-04 09:08:35.864533,66,Neutral,31.818181818181817,15.151515151515152,53.03030303030303
2025-11-04 09:08:40.899420,89,Neutral,5.617977528089887,16.853932584269664,74.15730337078652
2025-11-04 09:15:00.033707,1,Sad,0.0,100.0,0.0
2025-11-04 09:15:05.085520,46,Sad,10.869565217391305,69.56521739130434,19.565217391304348
2025-11-04 09:15:10.175995,66,Neutral,4.545454545454546,39.39393939393939,53.03030303030303
2025-11-04 09:15:15.281755,54,Sad,0.0,48.148148148148145,37.03703703703704
2025-11-04 09:15:20.402992,79,Neutral,0.0,21.518987341772153,67.08860759493672
2025-11-04 09:15:25.489836,38,Happy,42.10526315789473,42.10526315789473,0.0
2025-11-04 09:15:30.584274,40,Surprise,15.0,0.0,0.0
2025-11-04 09:15:35.739911,40,Sad,32.5,37.5,0.0
2025-11-04 09:15:40.772788,38,Sad,5.263157894736842,78.94736842105263,0.0
2025-11-04 09:15:45.830681,34,Sad,26.47058823529412,73.52941176470588,0.0
2025-11-04 09:15:50.880566,23,Happy,43.47826086956522,34.78260869565217,0.0
2025-11-04 09:15:55.908496,34,Neutral,17.647058823529413,29.411764705882355,44.11764705882353
2025-11-04 09:16:01.116590,57,Neutral,12.280701754385964,10.526315789473683,75.43859649122807
2025-11-04 09:16:06.214684,60,Neutral,1.6666666666666667,15.0,80.0
2025-11-04 09:16:11.342090,39,Neutral,15.384615384615385,30.76923076923077,48.717948717948715
2025-11-04 09:16:16.530641,31,Sad,25.806451612903224,35.483870967741936,29.03225806451613
2025-11-04 09:16:21.734231,24,Sad,16.666666666666664,41.66666666666667,4.166666666666666
2025-11-04 09:16:26.816104,38,Neutral,0.0,15.789473684210526,50.0
2025-11-04 09:16:31.826734,94,Neutral,0.0,5.319148936170213,94.68085106382979
2025-11-04 09:16:37.011772,55,Neutral,1.8181818181818181,25.454545454545453,72.72727272727273
2025-11-04 09:16:42.076641,21,Sad,0.0,85.71428571428571,0.0
2025-11-04 09:16:47.264840,23,Sad,21.73913043478261,78.26086956521739,0.0
2025-11-04 09:16:52.363106,26,Sad,0.0,76.92307692307693,19.230769230769234
2025-11-04 09:16:57.384620,43,Sad,0.0,76.74418604651163,23.25581395348837
2025-11-04 09:18:00.554700,1,Sad,0.0,100.0,0.0
2025-11-04 09:18:05.592124,48,Sad,2.083333333333333,66.66666666666666,20.833333333333336
2025-11-04 09:18:10.718847,39,Happy,48.717948717948715,48.717948717948715,0.0
2025-11-04 09:18:15.910521,26,Sad,23.076923076923077,65.38461538461539,3.8461538461538463
2025-11-04 09:18:20.981761,29,Sad,6.896551724137931,72.41379310344827,20.689655172413794
2025-11-04 09:18:26.181973,57,Neutral,1.7543859649122806,21.052631578947366,75.43859649122807
2025-11-04 09:18:31.335264,24,Sad,0.0,79.16666666666666,16.666666666666664
2025-11-04 09:18:36.344653,43,Neutral,6.976744186046512,30.23255813953488,62.7906976744186
2025-11-04 09:18:41.477298,39,Neutral,7.6923076923076925,33.33333333333333,51.28205128205128
2025-11-04 09:18:46.531528,46,Neutral,2.1739130434782608,17.391304347826086,67.3913043478261
2025-11-04 09:18:51.599164,78,Neutral,0.0,7.6923076923076925,89.74358974358975
2025-11-04 09:18:56.818086,22,Surprise,0.0,45.45454545454545,0.0
2025-11-04 09:19:01.985279,23,Sad,4.3478260869565215,91.30434782608695,0.0
2025-11-04 09:19:07.035854,54,Neutral,7.4074074074074066,12.962962962962962,74.07407407407408
2025-11-04 09:19:12.041848,46,Neutral,6.521739130434782,10.869565217391305,67.3913043478261
2025-11-04 09:19:17.092590,43,Neutral,4.651162790697675,32.55813953488372,60.46511627906976
2025-11-04 09:19:22.258639,58,Neutral,0.0,20.689655172413794,74.13793103448276
2025-11-04 09:19:27.346157,32,Happy,53.125,31.25,9.375
2025-11-04 09:19:32.466597,47,Happy,34.04255319148936,25.53191489361702,23.404255319148938
2025-11-04 09:19:37.509994,41,Happy,46.34146341463415,17.073170731707318,7.317073170731707
2025-11-04 09:19:42.556334,38,Sad,31.57894736842105,42.10526315789473,0.0
2025-11-04 09:19:47.567583,41,Happy,87.8048780487805,4.878048780487805,7.317073170731707
2025-11-04 09:19:52.647256,42,Sad,45.23809523809524,50.0,0.0
2025-11-04 09:20:38.667007,1,Sad,0.0,100.0,0.0
2025-11-04 09:20:43.765730,42,Sad,35.714285714285715,54.761904761904766,0.0
2025-11-04 09:20:48.896675,40,Happy,67.5,32.5,0.0
2025-11-04 09:20:53.993910,40,Sad,45.0,52.5,0.0
2025-11-04 09:20:59.067748,39,Sad,30.76923076923077,69.23076923076923,0.0
2025-11-04 09:21:04.214332,52,Happy,55.769230769230774,11.538461538461538,32.69230769230769
2025-11-04 09:21:09.346815,40,Happy,62.5,37.5,0.0
2025-11-04 09:21:14.367904,42,Sad,2.380952380952381,90.47619047619048,7.142857142857142
2025-11-04 09:21:19.464712,40,Sad,22.5,77.5,0.0
2025-11-04 09:21:24.568893,51,Sad,11.76470588235294,47.05882352941176,35.294117647058826
2025-11-04 09:40:23.026033,25,Neutral,0.0,0.0,100.0
2025-11-04 09:40:28.049791,151,Neutral,0.0,0.0,100.0
2025-11-04 09:40:33.073216,150,Neutral,0.0,0.0,100.0
2025-11-04 09:40:38.503305,123,Neutral,8.94308943089431,0.8130081300813009,90.2439024390244
2025-11-04 09:40:43.515571,116,Neutral,1.7241379310344827,0.0,98.27586206896551
2025-11-04 09:40:48.540684,143,Neutral,0.0,0.6993006993006993,99.3006993006993
2025-11-04 09:40:53.586285,137,Neutral,0.0,0.0,100.0
2025-11-04 09:40:58.622792,107,Neutral,0.0,0.0,100.0
2025-11-04 09:41:03.663584,97,Neutral,2.0618556701030926,0.0,97.9381443298969
2025-11-04 09:41:08.681555,105,Neutral,0.9523809523809524,0.0,99.04761904761905
2025-11-04 09:41:13.720677,71,Neutral,14.084507042253522,0.0,85.91549295774648
2025-11-04 09:41:18.746537,95,Neutral,3.1578947368421053,0.0,96.84210526315789
2025-11-04 09:41:23.755998,89,Neutral,4.49438202247191,0.0,95.50561797752809
2025-11-04 09:41:28.804198,95,Neutral,2.1052631578947367,0.0,97.89473684210527
2025-11-04 09:41:33.966770,60,Neutral,18.333333333333332,0.0,81.66666666666667
2025-11-04 09:41:38.985962,30,Happy,63.33333333333333,0.0,36.666666666666664
2025-11-06 10:58:21.093992,1,Neutral,0.0,0.0,100.0
2025-11-06 10:58:26.181483,150,Neutral,0.0,0.0,100.0
2025-11-06 14:56:34.869093,1,Happy,100.0,0.0,0.0
2025-11-06 14:56:40.045447,32,Sad,34.375,65.625,0.0
2025-11-06 14:56:45.113874,90,Neutral,3.3333333333333335,20.0,76.66666666666667
2025-11-06 14:56:50.123114,40,Happy,80.0,20.0,0.0
2025-11-06 14:56:55.183439,38,Happy,97.36842105263158,2.631578947368421,0.0
2025-11-06 14:57:00.244287,39,Happy,100.0,0.0,0.0
2025-11-06 14:57:05.271183,48,Happy,60.416666666666664,16.666666666666664,22.916666666666664
2025-11-09 20:44:58.181685,1,Neutral,0.0,0.0,100.0
2025-11-09 20:45:03.201514,150,Neutral,0.0,0.0,100.0
2025-11-09 20:45:08.215796,150,Neutral,0.0,0.0,100.0
2025-11-09 20:45:13.241453,151,Neutral,0.0,0.0,100.0
2025-11-09 20:45:18.264423,151,Neutral,0.0,0.0,100.0
2025-11-09 20:45:23.317652,59,Neutral,49.152542372881356,0.0,50.847457627118644
2025-11-09 20:45:28.415291,45,Happy,80.0,0.0,20.0
2025-11-09 20:45:33.491188,33,Happy,96.96969696969697,0.0,3.0303030303030303
2025-11-09 20:45:38.554189,21,Happy,100.0,0.0,0.0
2025-11-09 20:45:43.635431,20,Happy,100.0,0.0,0.0
2025-11-09 20:45:48.702839,32,Happy,100.0,0.0,0.0
2025-11-09 20:45:53.776403,37,Happy,100.0,0.0,0.0
2025-11-09 20:45:58.791206,47,Happy,65.95744680851064,2.127659574468085,31.914893617021278
2025-11-09 20:46:03.897575,119,Neutral,7.563025210084033,1.680672268907563,90.75630252100841
2025-11-09 20:46:08.975869,86,Neutral,26.744186046511626,0.0,73.25581395348837
2025-11-09 20:46:14.094691,70,Neutral,40.0,0.0,60.0
2025-11-09 20:46:19.212708,40,Happy,97.5,0.0,2.5
2025-11-09 20:46:24.281696,30,Happy,100.0,0.0,0.0
2025-11-09 20:46:29.403918,30,Happy,100.0,0.0,0.0
2025-11-09 20:46:34.589676,31,Happy,100.0,0.0,0.0
2025-11-09 20:46:39.684263,23,Happy,100.0,0.0,0.0
2025-11-09 20:46:44.789045,24,Happy,95.83333333333334,4.166666666666666,0.0
2025-12-04 21:04:45.881363,1,Neutral,0.0,0.0,100.0
2025-12-04 21:04:50.931773,150,Neutral,0.0,0.0,100.0
2025-12-04 21:04:55.966464,151,Neutral,0.0,0.0,100.0
2025-12-04 21:05:00.974479,151,Neutral,0.0,0.0,100.0
2025-12-04 21:05:05.986507,150,Neutral,0.0,0.0,100.0
2025-12-04 21:05:11.003952,151,Neutral,0.0,0.0,100.0
2025-12-04 21:05:16.012448,149,Neutral,0.0,0.0,100.0
2025-12-04 21:05:21.033277,151,Neutral,0.0,0.0,100.0
2025-12-04 21:05:26.087809,152,Neutral,0.0,0.0,100.0
2025-12-04 21:05:31.109968,129,Neutral,0.0,0.7751937984496124,99.2248062015504
2025-12-04 21:05:36.131646,152,Neutral,0.0,0.0,100.0
2025-12-04 21:05:41.138841,147,Neutral,0.0,0.0,100.0
2025-12-04 21:05:46.160052,51,Happy,43.13725490196079,19.607843137254903,37.254901960784316
2025-12-04 21:05:51.192432,45,Sad,6.666666666666667,68.88888888888889,24.444444444444443
2025-12-04 21:05:56.232772,55,Sad,16.363636363636363,41.81818181818181,41.81818181818181
2025-12-04 21:06:01.260036,60,Neutral,5.0,46.666666666666664,48.333333333333336
2025-12-04 21:06:06.268009,83,Neutral,10.843373493975903,15.66265060240964,73.49397590361446
2025-12-04 21:06:11.393339,44,Happy,65.9090909090909,15.909090909090908,18.181818181818183
2025-12-04 21:06:16.492496,37,Happy,89.1891891891892,10.81081081081081,0.0
2025-12-04 21:06:21.546854,36,Happy,72.22222222222221,27.77777777777778,0.0
2025-12-04 21:06:26.611824,38,Sad,47.368421052631575,52.63157894736842,0.0
2025-12-04 21:06:31.615864,36,Happy,50.0,50.0,0.0
2025-12-04 21:06:36.718081,99,Neutral,15.151515151515152,3.0303030303030303,81.81818181818183
2025-12-04 21:06:41.758917,71,Neutral,32.3943661971831,5.633802816901409,61.97183098591549
2025-12-04 21:06:46.772098,150,Neutral,0.0,0.0,100.0
2025-12-04 21:06:51.804274,151,Neutral,0.0,0.0,100.0
2025-12-04 21:06:56.811564,150,Neutral,0.0,0.0,100.0
2025-12-04 21:07:01.833434,151,Neutral,0.0,0.0,100.0
2025-12-04 21:07:06.879843,150,Neutral,0.0,0.0,100.0
2025-12-04 21:07:11.915609,152,Neutral,0.0,0.0,100.0
2025-12-04 21:07:16.968083,153,Neutral,0.0,0.0,100.0
2025-12-04 21:07:22.074396,49,Happy,71.42857142857143,2.0408163265306123,26.53061224489796
2025-12-04 21:07:27.116110,38,Happy,65.78947368421053,34.21052631578947,0.0
2025-12-05 11:27:41.774714,1,Neutral,0.0,0.0,100.0
2025-12-05 11:27:46.961464,115,Neutral,1.7391304347826086,0.0,98.26086956521739
2025-12-05 11:27:51.974033,142,Neutral,0.7042253521126761,0.0,99.29577464788733
2025-12-05 11:27:57.010541,151,Neutral,0.0,0.0,100.0
2025-12-05 11:28:02.029507,148,Neutral,0.6756756756756757,0.0,99.32432432432432
2025-12-05 11:28:07.058438,136,Neutral,2.941176470588235,0.7352941176470588,96.32352941176471
2025-12-05 11:28:12.091286,151,Neutral,0.0,0.0,100.0
2025-12-05 11:28:17.105832,150,Neutral,0.0,0.0,100.0
2025-12-05 11:28:22.131523,136,Neutral,2.941176470588235,0.7352941176470588,96.32352941176471
2025-12-05 11:28:27.138122,84,Neutral,25.0,0.0,75.0
2025-12-05 11:28:32.146918,120,Neutral,7.5,0.0,92.5
2025-12-05 11:28:37.151850,122,Neutral,4.098360655737705,4.098360655737705,91.80327868852459
2025-12-05 11:28:42.167657,101,Neutral,4.9504950495049505,11.881188118811881,83.16831683168317
2025-12-05 11:28:47.180341,83,Neutral,26.506024096385545,0.0,73.49397590361446
2025-12-05 11:28:52.210093,107,Neutral,13.084112149532709,0.0,86.91588785046729
2025-12-05 11:28:57.244443,151,Neutral,0.0,0.0,100.0
2025-12-05 11:29:02.272301,118,Neutral,8.47457627118644,0.847457627118644,90.67796610169492
2025-12-05 11:29:07.288616,130,Neutral,4.615384615384616,0.0,95.38461538461539
2025-12-05 12:05:56.624117,1,Neutral,0.0,0.0,100.0
2025-12-05 12:06:01.646853,151,Neutral,0.0,0.0,100.0
2025-12-05 12:06:06.665110,148,Neutral,0.0,0.0,100.0
2025-12-05 12:06:11.711471,149,Neutral,0.0,0.0,100.0
2025-12-05 12:06:16.751180,140,Neutral,0.0,0.0,100.0
2025-12-05 12:06:21.766517,139,Neutral,0.0,0.0,100.0
2025-12-05 12:06:26.788625,132,Neutral,0.0,0.0,100.0
2025-12-05 12:06:31.808235,135,Neutral,0.0,0.0,100.0
2025-12-05 12:06:36.835519,110,Neutral,5.454545454545454,0.0,94.54545454545455
2025-12-05 12:06:41.913447,97,Neutral,19.587628865979383,0.0,80.41237113402062
2025-12-05 12:06:46.928538,147,Neutral,1.3605442176870748,0.0,98.63945578231292
2025-12-05 12:06:52.050410,123,Neutral,8.94308943089431,0.0,91.05691056910568
2025-12-05 12:06:57.080053,77,Neutral,25.97402597402597,7.792207792207792,66.23376623376623
2025-12-05 12:07:02.162028,114,Neutral,12.280701754385964,0.8771929824561403,86.8421052631579
2025-12-05 12:07:07.221728,79,Neutral,30.37974683544304,0.0,69.62025316455697
2025-12-05 12:07:12.260639,151,Neutral,0.0,0.0,100.0
2025-12-05 12:07:17.376527,129,Neutral,3.10077519379845,3.10077519379845,93.7984496124031
2025-12-05 12:07:22.381180,73,Neutral,19.17808219178082,15.068493150684931,65.75342465753424
2025-12-05 12:07:27.400919,150,Neutral,0.0,0.0,100.0
2025-12-05 12:07:32.410906,131,Neutral,4.580152671755725,0.0,95.41984732824427
2025-12-05 12:07:37.432925,136,Neutral,3.6764705882352944,0.0,96.32352941176471
2025-12-05 12:07:42.472188,148,Neutral,0.6756756756756757,0.0,99.32432432432432
2025-12-05 12:07:47.501392,136,Neutral,2.2058823529411766,0.0,97.79411764705883
2025-12-05 12:07:52.516443,149,Neutral,0.0,0.0,100.0
2025-12-05 12:07:57.524325,141,Neutral,0.0,0.0,100.0
2025-12-05 12:08:02.529771,144,Neutral,1.3888888888888888,0.0,98.61111111111111
2025-12-05 12:08:07.574861,96,Neutral,22.916666666666664,0.0,77.08333333333334
2025-12-05 12:08:12.594888,113,Neutral,13.274336283185843,0.0,86.72566371681415
2025-12-05 12:08:17.616195,121,Neutral,6.6115702479338845,1.6528925619834711,91.73553719008265
2025-12-05 12:08:22.724115,68,Neutral,23.52941176470588,17.647058823529413,58.82352941176471
2025-12-05 12:08:27.745379,116,Neutral,6.0344827586206895,5.172413793103448,88.79310344827587
2025-12-05 12:08:57.001857,1,Neutral,0.0,0.0,100.0
2025-12-05 12:09:02.114315,126,Neutral,3.1746031746031744,0.0,96.82539682539682
2025-12-05 12:09:07.117893,86,Neutral,16.27906976744186,5.813953488372093,77.90697674418605
2025-12-05 12:09:12.142584,140,Neutral,2.142857142857143,0.0,97.85714285714285
2025-12-05 12:09:17.173145,128,Neutral,4.6875,0.78125,94.53125
2025-12-05 12:09:22.194008,127,Neutral,3.149606299212598,3.149606299212598,93.7007874015748
2025-12-05 12:09:27.214009,147,Neutral,0.0,0.0,100.0
2025-12-05 12:09:32.242872,97,Neutral,20.618556701030926,1.0309278350515463,78.35051546391753
2025-12-05 12:09:37.276232,106,Neutral,4.716981132075472,9.433962264150944,85.84905660377359
2025-12-05 12:09:42.314961,102,Neutral,1.9607843137254901,12.745098039215685,85.29411764705883
2025-12-05 12:09:47.347109,84,Neutral,11.904761904761903,14.285714285714285,73.80952380952381
2025-12-05 12:09:52.350628,103,Neutral,16.50485436893204,0.0,83.49514563106796
2025-12-05 12:09:57.475642,90,Neutral,23.333333333333332,1.1111111111111112,75.55555555555556
2025-12-05 12:10:02.482290,120,Neutral,9.166666666666666,0.0,90.83333333333333
2025-12-05 12:10:07.518034,127,Neutral,0.0,0.0,100.0
2025-12-05 12:25:35.393753,1,Neutral,0.0,0.0,100.0
2025-12-05 12:25:40.405050,107,Neutral,14.018691588785046,0.0,85.98130841121495
2025-12-05 12:25:45.412172,150,Neutral,0.6666666666666667,0.0,99.33333333333333
2025-12-05 12:25:50.426289,151,Neutral,0.0,0.0,100.0
2025-12-05 12:25:55.442158,145,Neutral,2.0689655172413794,0.0,97.93103448275862
2025-12-05 12:26:00.462445,141,Neutral,2.8368794326241136,0.0,97.16312056737588
2025-12-05 12:26:05.498889,151,Neutral,0.0,0.0,100.0
2025-12-05 12:26:10.597634,109,Neutral,13.761467889908257,0.0,86.23853211009175
2025-12-05 12:26:15.636097,114,Neutral,12.280701754385964,0.0,87.71929824561403
2025-12-05 12:26:20.660343,125,Neutral,2.4,0.0,97.6
2025-12-05 12:26:25.666108,106,Neutral,4.716981132075472,0.0,95.28301886792453
2025-12-05 12:26:30.695009,122,Neutral,3.278688524590164,0.0,96.72131147540983
2025-12-05 12:26:35.844084,117,Neutral,4.273504273504273,0.0,95.72649572649573
2025-12-05 12:26:40.889604,86,Neutral,12.790697674418606,0.0,87.20930232558139
2025-12-05 12:26:45.905855,151,Neutral,0.0,0.0,100.0
2025-12-05 12:26:50.924448,144,Neutral,0.0,0.0,100.0
2025-12-05 12:26:55.976671,150,Neutral,0.0,0.0,100.0
2025-12-05 12:27:01.029753,145,Neutral,0.0,0.0,100.0
2025-12-05 12:27:06.040087,140,Neutral,0.0,0.0,100.0
2025-12-05 12:27:11.066273,141,Neutral,0.0,0.0,100.0
2025-12-05 12:27:16.100013,134,Neutral,0.0,0.0,100.0
